질환명,링크
"기억장애 [memory impairment, Memory Disorders]",https://terms.naver.com/entry.naver?docId=927577&cid=51007&categoryId=51007
기침 [cough],https://terms.naver.com/entry.naver?docId=927382&cid=51007&categoryId=51007
기쿠치병 [Kikuchi-Fujimoto disease],https://terms.naver.com/entry.naver?docId=6226023&cid=51007&categoryId=51007
기타 신생아 황달 [neonatal jaundice from other causes],https://terms.naver.com/entry.naver?docId=926648&cid=51007&categoryId=51007
기형아 [congenital anomaly],https://terms.naver.com/entry.naver?docId=927156&cid=51007&categoryId=51007
기형아 검사 [congenital anomaly test],https://terms.naver.com/entry.naver?docId=927670&cid=51007&categoryId=51007
기형종 [Teratoma],https://terms.naver.com/entry.naver?docId=6226017&cid=51007&categoryId=51007
기흉 [pneumothorax],https://terms.naver.com/entry.naver?docId=926820&cid=51007&categoryId=51007
기흉 수술 [pneumothorax surgery],https://terms.naver.com/entry.naver?docId=927839&cid=51007&categoryId=51007
긴장성 두통 [tension type headache],https://terms.naver.com/entry.naver?docId=926676&cid=51007&categoryId=51007
꽃가루알레르기 [Pollen allergy],https://terms.naver.com/entry.naver?docId=6225820&cid=51007&categoryId=51007
난관수종 [Hydrosalpinx],https://terms.naver.com/entry.naver?docId=6226100&cid=51007&categoryId=51007
난독증 [dyslexia],https://terms.naver.com/entry.naver?docId=927165&cid=51007&categoryId=51007
난소과자극증후군 [Ovarian hyperstimulation syndrome],https://terms.naver.com/entry.naver?docId=6225859&cid=51007&categoryId=51007
난소기형종 [Ovarian teratoma],https://terms.naver.com/entry.naver?docId=6225984&cid=51007&categoryId=51007
난소낭종 [ovarian cystic tumor],https://terms.naver.com/entry.naver?docId=926846&cid=51007&categoryId=51007
난소낭종경화술 [Ovarian cyst sclerotherapy],https://terms.naver.com/entry.naver?docId=6225792&cid=51007&categoryId=51007
난소내막종 [Endometrioma],https://terms.naver.com/entry.naver?docId=6225794&cid=51007&categoryId=51007
난소암 [ovarian cancer],https://terms.naver.com/entry.naver?docId=926847&cid=51007&categoryId=51007
난소염 [Oophoritis],https://terms.naver.com/entry.naver?docId=6225799&cid=51007&categoryId=51007
난원공개존증 [Patent foramen ovale],https://terms.naver.com/entry.naver?docId=6226103&cid=51007&categoryId=51007
난임검사 [Infertility test],https://terms.naver.com/entry.naver?docId=6225939&cid=51007&categoryId=51007
"난임시술 [Infertility procedure, Subfertility procedure]",https://terms.naver.com/entry.naver?docId=6225808&cid=51007&categoryId=51007
난청 [Hearing loss],https://terms.naver.com/entry.naver?docId=6226079&cid=51007&categoryId=51007
남성 불임 [male infertility],https://terms.naver.com/entry.naver?docId=927241&cid=51007&categoryId=51007
남성갱년기 [Andropause],https://terms.naver.com/entry.naver?docId=6225966&cid=51007&categoryId=51007
남성호르몬수치 [Testosterone],https://terms.naver.com/entry.naver?docId=6225975&cid=51007&categoryId=51007
남자산전검사 [Preconception checkup for male],https://terms.naver.com/entry.naver?docId=6225914&cid=51007&categoryId=51007
납 중독 [lead poisoning],https://terms.naver.com/entry.naver?docId=927235&cid=51007&categoryId=51007
낭종 [cyst],https://terms.naver.com/entry.naver?docId=927575&cid=51007&categoryId=51007
내측 측부인대 파열 [Medial collateral ligament injury],https://terms.naver.com/entry.naver?docId=5749226&cid=51007&categoryId=51007
내향성 발톱 [ingrowing nail],https://terms.naver.com/entry.naver?docId=926780&cid=51007&categoryId=51007
냉 [leukorrhea],https://terms.naver.com/entry.naver?docId=927583&cid=51007&categoryId=51007
"냉방병 [air-conditioningitis, 冷房病]",https://terms.naver.com/entry.naver?docId=927062&cid=51007&categoryId=51007
노년기 건강체중 관리 [Healthy Weight Management for the Elderly],https://terms.naver.com/entry.naver?docId=5749208&cid=51007&categoryId=51007
노년기 만성질환 관리 [Chronic Disease Management for Elderly],https://terms.naver.com/entry.naver?docId=5749205&cid=51007&categoryId=51007
노년기 영양 [Nutrition for Elderly],https://terms.naver.com/entry.naver?docId=5749210&cid=51007&categoryId=51007
노년기 예방접종 관리 [Vaccination for Elderly],https://terms.naver.com/entry.naver?docId=5749206&cid=51007&categoryId=51007
노년기 운동처방 [Exercise Prescription for Elderly],https://terms.naver.com/entry.naver?docId=5749209&cid=51007&categoryId=51007
노로 바이러스 [Norovirus infection],https://terms.naver.com/entry.naver?docId=926580&cid=51007&categoryId=51007
"노쇠, 허약 [Frailty]",https://terms.naver.com/entry.naver?docId=5749211&cid=51007&categoryId=51007
노안 [presbyopia],https://terms.naver.com/entry.naver?docId=927136&cid=51007&categoryId=51007
노안 교정술 [presbyopic correction],https://terms.naver.com/entry.naver?docId=927799&cid=51007&categoryId=51007
노인성 난청 [presbycusis],https://terms.naver.com/entry.naver?docId=2120070&cid=51007&categoryId=51007
노인성 치매 [senile dementia],https://terms.naver.com/entry.naver?docId=927166&cid=51007&categoryId=51007
"노출장애 [exhibitionism, exhibitionistic disorder]",https://terms.naver.com/entry.naver?docId=926922&cid=51007&categoryId=51007
녹내장 [glaucoma],https://terms.naver.com/entry.naver?docId=926951&cid=51007&categoryId=51007
놀이 치료 [play psychotherapy],https://terms.naver.com/entry.naver?docId=927812&cid=51007&categoryId=51007
농가진 [impetigo],https://terms.naver.com/entry.naver?docId=926781&cid=51007&categoryId=51007
농포 [pustule],https://terms.naver.com/entry.naver?docId=927399&cid=51007&categoryId=51007
농흉 [Empyema],https://terms.naver.com/entry.naver?docId=6225873&cid=51007&categoryId=51007
뇌 자기공명영상 [brain magnetic resonance imaging],https://terms.naver.com/entry.naver?docId=927618&cid=51007&categoryId=51007
뇌 전산화 단층촬영 [brain computed tomography],https://terms.naver.com/entry.naver?docId=927611&cid=51007&categoryId=51007
뇌경색 [Cerebral infarction],https://terms.naver.com/entry.naver?docId=6226060&cid=51007&categoryId=51007
뇌농양 [brain abscess],https://terms.naver.com/entry.naver?docId=926677&cid=51007&categoryId=51007
뇌동맥류 [cerebral aneurysm],https://terms.naver.com/entry.naver?docId=927099&cid=51007&categoryId=51007
"뇌동맥류 색전술 [endovascular treatment of cerebral aneurysm, endovascular treatment of cerebral aneurysms]",https://terms.naver.com/entry.naver?docId=927822&cid=51007&categoryId=51007
뇌동맥류수술 [Cerebral aneurysm surgery],https://terms.naver.com/entry.naver?docId=6225954&cid=51007&categoryId=51007
뇌동정맥 기형 [cerebral arteriovenous malformation],https://terms.naver.com/entry.naver?docId=927100&cid=51007&categoryId=51007
뇌병변장애 [Brain lesion disorder],https://terms.naver.com/entry.naver?docId=6226054&cid=51007&categoryId=51007
뇌부종 [cerebral edema],https://terms.naver.com/entry.naver?docId=927306&cid=51007&categoryId=51007
뇌사 [brain death],https://terms.naver.com/entry.naver?docId=927360&cid=51007&categoryId=51007
뇌성마비 [cerebral palsy],https://terms.naver.com/entry.naver?docId=927175&cid=51007&categoryId=51007
뇌수막염 [meningitis],https://terms.naver.com/entry.naver?docId=926867&cid=51007&categoryId=51007
뇌수막종 [meningioma],https://terms.naver.com/entry.naver?docId=926716&cid=51007&categoryId=51007
뇌염 [encephalitis],https://terms.naver.com/entry.naver?docId=927143&cid=51007&categoryId=51007
뇌전이암 [metastatic brain tumor],https://terms.naver.com/entry.naver?docId=926717&cid=51007&categoryId=51007
뇌전증 [epilepsy],https://terms.naver.com/entry.naver?docId=926773&cid=51007&categoryId=51007
뇌정맥 혈전증 [cerebral venous thrombosis],https://terms.naver.com/entry.naver?docId=926678&cid=51007&categoryId=51007
뇌졸중 [stroke],https://terms.naver.com/entry.naver?docId=927338&cid=51007&categoryId=51007
"뇌졸중징후(STR) [Smile, Talk, Raise]",https://terms.naver.com/entry.naver?docId=6225814&cid=51007&categoryId=51007
뇌좌상 [cerebral contusion],https://terms.naver.com/entry.naver?docId=926718&cid=51007&categoryId=51007
뇌진탕 [cerebral concussion],https://terms.naver.com/entry.naver?docId=926719&cid=51007&categoryId=51007
뇌출혈 [cerebral hemorrhage],https://terms.naver.com/entry.naver?docId=927318&cid=51007&categoryId=51007
뇌하수체 기능 검사 [pituitary function test],https://terms.naver.com/entry.naver?docId=927671&cid=51007&categoryId=51007
뇌하수체 기능 저하증 [hypopituitarism],https://terms.naver.com/entry.naver?docId=927114&cid=51007&categoryId=51007
뇌하수체 선종 [pituitary adenoma],https://terms.naver.com/entry.naver?docId=926639&cid=51007&categoryId=51007
뇌혈관 조영검사 [cerebral angiography],https://terms.naver.com/entry.naver?docId=927651&cid=51007&categoryId=51007
뇌혈관수술 [Cerebrovascular surgery],https://terms.naver.com/entry.naver?docId=6225772&cid=51007&categoryId=51007
눈 분비물 [eye discharge],https://terms.naver.com/entry.naver?docId=927446&cid=51007&categoryId=51007
눈 이물감 [foreign body sensation of eyes],https://terms.naver.com/entry.naver?docId=927550&cid=51007&categoryId=51007
눈곱 [eye discharge],https://terms.naver.com/entry.naver?docId=927547&cid=51007&categoryId=51007
눈꺼풀처짐 [ptosis],https://terms.naver.com/entry.naver?docId=927361&cid=51007&categoryId=51007
"눈다래끼 [hordeolum, hordeolum/chalazion]",https://terms.naver.com/entry.naver?docId=926952&cid=51007&categoryId=51007
눈물 [tear drop],https://terms.naver.com/entry.naver?docId=927546&cid=51007&categoryId=51007
"눈물길 폐쇄 [nasolacrimal duct obstruction, Lacrimal drainage obstruction]",https://terms.naver.com/entry.naver?docId=2119751&cid=51007&categoryId=51007
눈밑지방 제거술 [lower eyelid surgery],https://terms.naver.com/entry.naver?docId=2119723&cid=51007&categoryId=51007
눈의 통증 [eye pain],https://terms.naver.com/entry.naver?docId=927564&cid=51007&categoryId=51007
늑간신경통 [intercostal neuralgia],https://terms.naver.com/entry.naver?docId=927537&cid=51007&categoryId=51007
늑골연골염 [Costochondritis],https://terms.naver.com/entry.naver?docId=6225870&cid=51007&categoryId=51007
늑골염좌 [Rib sprain],https://terms.naver.com/entry.naver?docId=6225909&cid=51007&categoryId=51007
늑막염 [Pleuritis],https://terms.naver.com/entry.naver?docId=6226028&cid=51007&categoryId=51007
니코틴 중독 [nicotine dependency],https://terms.naver.com/entry.naver?docId=2119733&cid=51007&categoryId=51007
다계통위축 [multiple system atrophy],https://terms.naver.com/entry.naver?docId=926679&cid=51007&categoryId=51007
다낭성 난소 증후군 [polycystic ovary syndrome],https://terms.naver.com/entry.naver?docId=926848&cid=51007&categoryId=51007
다리골절수술 [Lower extremity fracture surgery],https://terms.naver.com/entry.naver?docId=6225784&cid=51007&categoryId=51007
다모증 [hypertrichosis],https://terms.naver.com/entry.naver?docId=927296&cid=51007&categoryId=51007
다발성 경화증 [multiple sclerosis],https://terms.naver.com/entry.naver?docId=926680&cid=51007&categoryId=51007
다발성 골수종 [multiple myeloma],https://terms.naver.com/entry.naver?docId=926811&cid=51007&categoryId=51007
"다발성 근염 및 피부근염 [polymyositis, dermatomyositis]",https://terms.naver.com/entry.naver?docId=926625&cid=51007&categoryId=51007
다약제 복용 [polypharmacy],https://terms.naver.com/entry.naver?docId=5749192&cid=51007&categoryId=51007
다운 증후군 [Down syndrome],https://terms.naver.com/entry.naver?docId=926649&cid=51007&categoryId=51007
"다제내성 결핵 [multidrug-resistant tuberculosis, multidrug-resistant tuberculosis, MDR-TB]",https://terms.naver.com/entry.naver?docId=927023&cid=51007&categoryId=51007
다지증 [polydactyly],https://terms.naver.com/entry.naver?docId=927310&cid=51007&categoryId=51007
다초점성 운동신경병증 [multifocal motor neuropathy],https://terms.naver.com/entry.naver?docId=926681&cid=51007&categoryId=51007
다크서클 [dark circle],https://terms.naver.com/entry.naver?docId=927400&cid=51007&categoryId=51007
다태 임신 [multifetal gestation],https://terms.naver.com/entry.naver?docId=927598&cid=51007&categoryId=51007
다한증 [hyperhidrosis],https://terms.naver.com/entry.naver?docId=926821&cid=51007&categoryId=51007
다형 홍반 [erythema multiforme],https://terms.naver.com/entry.naver?docId=926782&cid=51007&categoryId=51007
단독 [Erysipelas],https://terms.naver.com/entry.naver?docId=6226029&cid=51007&categoryId=51007
단백뇨 [proteinuria],https://terms.naver.com/entry.naver?docId=927460&cid=51007&categoryId=51007
단순포진 [herpes simplex],https://terms.naver.com/entry.naver?docId=926634&cid=51007&categoryId=51007
"단식 [fasting, peinotherapy]",https://terms.naver.com/entry.naver?docId=927804&cid=51007&categoryId=51007
단일 신경을 침범하는 말초신경병증 [mononeuropathy],https://terms.naver.com/entry.naver?docId=927011&cid=51007&categoryId=51007
단일광자 단층촬영 [single photon emission computed tomography],https://terms.naver.com/entry.naver?docId=927654&cid=51007&categoryId=51007
단지증 [brachydactyly],https://terms.naver.com/entry.naver?docId=927123&cid=51007&categoryId=51007
"담낭 및 담관암 [gallbladder cancer, cholangiocarcinoma]",https://terms.naver.com/entry.naver?docId=926874&cid=51007&categoryId=51007
담낭 용종 [Gallbladder polyp],https://terms.naver.com/entry.naver?docId=927109&cid=51007&categoryId=51007
담낭결석 [Gallbladder stone],https://terms.naver.com/entry.naver?docId=6225993&cid=51007&categoryId=51007
담낭벽비후 [Thickened wall of gallbladder],https://terms.naver.com/entry.naver?docId=6225898&cid=51007&categoryId=51007
담낭선근종증 [Gallbladder adenomyomatosis],https://terms.naver.com/entry.naver?docId=6226092&cid=51007&categoryId=51007
담낭염 [cholecystitis],https://terms.naver.com/entry.naver?docId=926875&cid=51007&categoryId=51007
담낭절제술 [Cholecystectomy],https://terms.naver.com/entry.naver?docId=6225945&cid=51007&categoryId=51007
담석증 [cholelithiasis],https://terms.naver.com/entry.naver?docId=926876&cid=51007&categoryId=51007
"당뇨 검사 [diabetes mellitus test, Test for diabetes mellitus]",https://terms.naver.com/entry.naver?docId=927672&cid=51007&categoryId=51007
당뇨망막병증 [diabetic retinopathy],https://terms.naver.com/entry.naver?docId=926953&cid=51007&categoryId=51007
당뇨병 [diabetes mellitus],https://terms.naver.com/entry.naver?docId=926835&cid=51007&categoryId=51007
당뇨병성 말초신경병증 [diabetic neuropathy],https://terms.naver.com/entry.naver?docId=926682&cid=51007&categoryId=51007
당뇨병성 신장 질환 [diabetic nephropathy],https://terms.naver.com/entry.naver?docId=926941&cid=51007&categoryId=51007
당뇨병성케톤산증 [Diabetic ketoacidosis],https://terms.naver.com/entry.naver?docId=6225956&cid=51007&categoryId=51007
